NO3_4mM_1	NO3_4mM_2	NO3_12mM_1	NO3_12mM_2
HaLaN_10499	0	0	5.477597	11.321357
HaLaN_10509	0	0	11.958026	12.058664
HaLaN_10510	0	0	29.6819	30.413908
HaLaN_10512	0	0	38.998611	51.508995
HaLaN_10513	0	0	29.344908	24.0758
HaLaN_10514	453.136108	463.282867	918.25946	832.064331
HaLaN_10519	0	0	4.266758	1.731955
HaLaN_10523	0	0	7.073239	6.57892
HaLaN_10525	0	0	4.409721	11.960431
HaLaN_10526	0	0	8.720387	4.477417
HaLaN_10528	0	0	1.93614	4.400941
HaLaN_10531	117.995613	315.709625	0	0
HaLaN_10533	0	0	21.955805	26.526892
HaLaN_10536	279.535034	258.522644	23.501585	24.196102
HaLaN_10537	0	0	4.876491	3.442162
HaLaN_10543	0	0	6.6541	9.986838
HaLaN_10548	0	0	5.909207	9.309175
HaLaN_10550	592.812378	631.519653	411.353302	393.088165
HaLaN_10551	0	0	16.711329	11.093008
HaLaN_10563	65.400749	61.27478	34.909664	20.783926
HaLaN_10576	0	0	4.944243	3.004711
HaLaN_10577	0	0	17.473104	12.058252
HaLaN_10581	0	0	13.841672	15.089488
HaLaN_10583	0	0	3.810442	3.642953
HaLaN_10593	0	0	4.70484	5.422885
HaLaN_10606	0	0	8.674519	8.894804
HaLaN_10616	42.719894	29.46121	81.28344	58.988476
HaLaN_10618	0	0	12.10481	17.574314
HaLaN_10625	0	0	4864.576172	4674.251465
HaLaN_10639	0	0	52.308689	47.34174
HaLaN_10640	0	0	35.047798	52.541821
HaLaN_10649	2279.656494	2698.898438	5508.833496	5452.176758
HaLaN_10650	284.079865	423.953552	126.483582	114.276276
HaLaN_10651	159.630417	260.852386	122.360649	134.008377
HaLaN_10653	0	0	3.872431	7.294203
HaLaN_10655	0	0	28.400229	27.261339
HaLaN_10661	0	0	37.541847	23.654804
HaLaN_10668	0	0	3.730649	9.211059
HaLaN_10675	0	0	7.537384	6.2726
HaLaN_10680	120.381287	74.888031	18.144705	30.979715
HaLaN_10681	93.099846	126.048584	79.267189	69.013512
HaLaN_10683	319.386383	223.191132	14.513513	7.10001
HaLaN_10685	0	0	1.923322	10.356272
HaLaN_10689	0	0	45.217804	18.401384
HaLaN_10690	0	0	31.123272	21.080278
HaLaN_10693	0	0	23.407867	30.903376
HaLaN_10694	0	0	117.875175	99.267677
HaLaN_10698	230.277863	295.611115	6.696496	8.793897
HaLaN_10700	0	0	24.053308	29.295982
HaLaN_10707	0	0	8.43386	3.983256
HaLaN_10712	0	0	27.026535	22.787766
HaLaN_10715	0	0	56.898205	70.329292
HaLaN_10726	0	0	2.958773	8.245942
HaLaN_10733	0	0	42.00013	36.206661
HaLaN_10734	0	0	30.574654	42.654442
HaLaN_10737	0	0	14.732697	17.03878
HaLaN_10747	0	0	10.535193	15.416107
HaLaN_10751	15.328391	22.523819	13.82189	24.176208
HaLaN_10752	0	0	0.511046	1.126035
HaLaN_10753	0	0	12.672871	9.756189
HaLaN_10758	0	0	33.566536	5.751625
HaLaN_10759	0	0	6.92437	9.834995
HaLaN_10761	87.956078	97.612297	56.484421	56.52787
HaLaN_10766	0	0	13.955013	15.877064
HaLaN_10770	0	0	28.956425	30.919981
HaLaN_10772	49.812958	68.384644	50.680923	54.241127
HaLaN_10776	0	0	14.193379	14.796914
HaLaN_10782	120.9058	108.687515	98.562363	94.228775
HaLaN_10785	0	0	64.874886	56.653053
HaLaN_10797	0	0	23.065845	32.44936
HaLaN_10798	143.752518	340.163452	26.063429	46.631664
HaLaN_10804	1948.126953	1800.853394	4147.125	6023.427734
HaLaN_10812	0	0	433.283661	333.19635
HaLaN_10813	0	0	70.161797	8.387346
HaLaN_10819	35.985012	111.809509	10.729445	25.039476
HaLaN_10823	0	0	3.070952	4.147326
HaLaN_10825	0	0	16.481968	17.811474
HaLaN_10828	126.231735	134.397461	46.385815	49.834877
HaLaN_10830	0	0	7.53635	7.135976
HaLaN_10834	3997.302734	4411.557617	4787.140137	5622.083008
HaLaN_10835	0	0	6.142962	6.596511
HaLaN_10836	0	0	2.219134	6.676757
HaLaN_10838	0	0	8.560982	7.478943
HaLaN_10839	0	0	858.482117	695.738647
HaLaN_10841	165.989929	129.251846	160.322052	169.835358
HaLaN_10850	383.216949	439.354828	285.481659	359.651367
HaLaN_10857	0	0	6.741097	6.750375
HaLaN_10877	0	0	34.831432	62.96838
HaLaN_10879	0	0	10.40157	2.026706
HaLaN_10885	0	0	49.880138	61.065552
HaLaN_10890	0	0	32.016521	28.743191
HaLaN_10893	0	0	4.345967	3.252983
HaLaN_10897	0	0	19.172583	17.270756
HaLaN_10901	288.715881	247.746323	118.158295	115.133514
HaLaN_10902	0	0	6.179417	5.26079
HaLaN_10903	29.973906	36.929459	37.356396	35.077183
HaLaN_10905	0	0	63.89299	46.711529
HaLaN_10910	153.492111	234.42247	250.584732	264.085846
HaLaN_10913	0	0	156.359146	163.218079
HaLaN_10918	125.279701	110.824631	66.085922	88.12661
HaLaN_10920	2188.356201	2854.465332	5105.316406	5073.558594
HaLaN_10923	146.882111	116.399078	156.35347	137.593033
HaLaN_10928	0	0	36.952965	47.668732
HaLaN_10929	0	0	22.980658	31.712433
HaLaN_10933	43.868004	59.175415	21.68581	18.935326
HaLaN_10935	0	0	42.587406	47.434288
HaLaN_10937	3657.657471	3117.779297	5370.334473	5701.31543
HaLaN_10939	0	0	46.464451	54.454742
HaLaN_10940	230.355804	229.31395	183.220093	172.518524
HaLaN_10943	146.801895	122.438904	100.25692	92.734009
HaLaN_10946	0	0	7.323065	20.414875
HaLaN_10956	5.146446	26.291311	3.89361	5.158383
HaLaN_10957	0	0	3.949	3.668349
HaLaN_10959	0	0	22.474123	28.268919
HaLaN_10961	0	0	5.582439	6.748973
HaLaN_10975	0	0	30.751778	35.525051
HaLaN_10977	100.935158	33.640236	35.993084	20.543449
HaLaN_10985	0	0	10.544888	14.35823
HaLaN_10986	0	0	35.869202	23.284992
HaLaN_10987	0	0	2.680809	4.017401
HaLaN_10988	0	0	2.037722	2.435735
HaLaN_10989	6859.585449	6377.222656	6542.90625	6204.067383
HaLaN_10991	0	0	3.854354	4.109707
HaLaN_10993	0	0	5.969578	12.031219
HaLaN_10997	2022.63501	1728.528198	1967.78894	2269.22998
HaLaN_11002	500.723724	660.389954	94.523766	93.286041
HaLaN_11005	0	0	6.407723	4.420467
HaLaN_11008	0	0	6.33033	9.689311
HaLaN_11022	5.093293	8.992311	18.827253	46.19109
HaLaN_11026	414.63089	291.364716	256.205444	361.398956
HaLaN_11029	0	0	9.113531	5.778603
HaLaN_11030	189.447037	167.311478	102.039848	129.438721
HaLaN_11036	0	0	135.577652	110.430916
HaLaN_11045	0	0	7.469047	5.351128
HaLaN_11051	0	0	4.073198	10.611651
HaLaN_11052	0	0	9.814794	11.397745
HaLaN_11053	0	0	28.758497	36.034725
HaLaN_11057	0	0	7.331723	11.374154
HaLaN_11063	85.357155	154.698257	95.992531	85.35775
HaLaN_11065	0	0	17.10671	23.783915
HaLaN_11070	354.181976	239.280289	251.106522	221.090912
HaLaN_11071	455.103546	454.57016	482.178558	492.647736
HaLaN_11075	0	0	10.686699	2.916178
HaLaN_11078	0	0	23.225094	24.184311
HaLaN_11086	0	0	10.875275	22.699955
HaLaN_11089	105.092575	107.818825	22.737972	17.490908
HaLaN_11090	0	0	57.627876	60.671654
HaLaN_11100	0	0	11.395818	43.381466
HaLaN_11106	0	0	7.637838	8.783588
HaLaN_11109	0	0	6.480207	9.177317
HaLaN_11111	0	0	14.093555	13.969402
HaLaN_11113	0	0	8.275887	3.775933
HaLaN_11115	0	0	6.084229	13.855562
HaLaN_11116	0	0	2.45549	0.812359
HaLaN_11119	65.937294	160.028687	38.501842	35.800816
HaLaN_11123	0	0	2.280946	5.176462
HaLaN_11124	0	0	3.460014	2.530716
HaLaN_11132	0	0	7.396538	12.615775
HaLaN_11145	0	0	40.285152	33.965073
HaLaN_11152	0	0	7.192368	11.656286
HaLaN_11156	0	0	29.61095	38.417904
HaLaN_11164	0	0	8.57449	5.617933
HaLaN_11166	0	0	3.421119	5.446041
HaLaN_11174	0	0	12.585779	3.537697
HaLaN_11175	740.099487	665.017456	692.632141	591.339172
HaLaN_11177	0	0	28.000221	34.169773
HaLaN_11181	54.492088	51.582592	15.124951	7.564708
HaLaN_11186	0	0	48.330093	74.300529
HaLaN_11193	0	0	4.521369	3.377797
HaLaN_11195	0	0	9.800089	6.596158
HaLaN_11197	0	0	4.793417	11.41224
HaLaN_11200	0	0	4.985423	9.16385
HaLaN_11206	0	0	9.019588	12.880435
HaLaN_11211	0	0	6.85813	6.822264
HaLaN_11212	0	0	18.380507	16.682367
HaLaN_11224	0	0	11.177318	9.438156
HaLaN_11232	0	0	9.642325	5.724845
HaLaN_11247	0	0	3.780461	4.740129
HaLaN_11248	0	0	6.032198	4.412735
HaLaN_11250	0	0	6.89202	8.889602
HaLaN_11253	0	0	3.014468	5.016156
HaLaN_11258	731.244934	710.748474	333.925323	206.225128
HaLaN_11260	0	0	30.390102	45.602974
HaLaN_11261	3.98152	40.419182	44.300766	72.973694
HaLaN_11262	0	0	5.899436	9.22645
HaLaN_11264	0	0	19.543356	20.20414
HaLaN_11266	0	0	41.779236	47.652584
HaLaN_11268	0	0	15.484965	9.981652
HaLaN_11269	0	0	42.159447	27.815983
HaLaN_11270	0	0	55.311913	83.247208
HaLaN_11271	0	0	6.255935	10.551294
HaLaN_11274	0	0	6.464752	18.078579
HaLaN_11279	0	0	8.755506	20.061163
HaLaN_11280	201.306213	120.089363	48.946625	45.413197
HaLaN_11283	35.01141	54.47683	76.319069	59.86348
HaLaN_11284	0	0	35.360909	43.624378
HaLaN_11285	0	0	31.790867	29.74563
HaLaN_11287	66.096794	113.576363	69.6269	89.759071
HaLaN_11316	0	0	380.908112	261.047272
HaLaN_11319	246.133072	125.659828	82.181068	119.997063
HaLaN_11320	21.453613	69.388878	87.352905	94.646118
HaLaN_11321	0	0	19.079767	15.017429
HaLaN_11323	0	0	8.25599	15.331731
HaLaN_11324	0	0	12.604005	10.76677
HaLaN_11325	3615.651123	3423.718262	1443.475586	1199.572876
HaLaN_11326	0	0	35.89156	31.671371
HaLaN_11328	0	0	3.523726	7.827656
HaLaN_11332	102.158821	85.217155	97.720161	123.228149
HaLaN_11333	0	0	10.877613	4.642754
HaLaN_11336	221.317612	372.772156	16.47982	6.957836
HaLaN_11340	0	0	4.885444	8.166424
HaLaN_11341	412.925903	192.258316	14.184126	15.553589
HaLaN_11343	0	0	18.671598	8.65517
HaLaN_11344	0	0	6.574758	8.768415
HaLaN_11347	144.815002	390.003845	117.296089	145.160797
HaLaN_11348	0	0	9.988872	11.673135
HaLaN_11349	0	0	73.204521	52.702648
HaLaN_11350	0	0	23.109573	24.602442
HaLaN_11352	0	0	4.869746	3.504067
HaLaN_11357	0	0	15.352559	24.71213
HaLaN_11359	0	0	16.446922	2.550853
HaLaN_11366	0	0	6.120131	8.27604
HaLaN_11368	0	0	8.843879	11.790962
HaLaN_11369	0	0	17.043003	16.335623
HaLaN_11371	0	0	19.482412	21.355949
HaLaN_11377	0	0	12.715338	12.95599
HaLaN_11382	92.562431	161.263718	161.471695	187.704193
HaLaN_11391	0	0	44.306152	67.283897
HaLaN_11399	0	0	12.236558	16.090551
HaLaN_11406	377.1875	481.494812	234.188782	207.899796
HaLaN_11410	424.420319	333.624786	417.110992	424.713013
HaLaN_11424	0	0	7.005409	1.738128
HaLaN_11440	46.301914	41.081238	38.644733	31.773474
HaLaN_11449	0	0	46.222691	32.140476
HaLaN_11450	146.141083	111.673546	60.364231	81.166817
HaLaN_11451	122.02317	97.0989	67.662926	42.213848
HaLaN_11459	0	0	58.466492	68.740746
HaLaN_11460	1075.771484	789.708008	1149.618774	1292.684326
HaLaN_11471	0	0	18.182671	8.137733
HaLaN_11473	0	0	22.030512	20.289068
HaLaN_11477	130.602127	59.143112	18.231487	18.180635
HaLaN_11480	0	0	145.862473	109.49115
HaLaN_11481	0	0	2.945999	3.704432
HaLaN_11483	0	0	23.452934	12.896136
HaLaN_11484	0	0	10.687754	12.307348
HaLaN_11486	0	0	111.009705	110.055267
HaLaN_11489	194.480576	129.19606	172.477219	135.691757
HaLaN_11495	0	0	2.390913	6.115101
HaLaN_11497	0	0	12.480475	9.962996
HaLaN_11498	0	0	4.091935	3.507807
HaLaN_11499	0	0	18.656796	26.736376
HaLaN_11503	0	0	4.319669	5.975879
HaLaN_11504	0	0	5.937838	8.026789
HaLaN_11514	178.403214	225.610825	149.592346	123.228447
HaLaN_11515	187.208405	149.180435	166.264557	172.951584
HaLaN_11517	0	0	12.181889	16.67971
HaLaN_11530	0	0	17.799742	28.039219
HaLaN_11531	196.968185	114.957039	125.115509	77.763802
HaLaN_11534	0	0	2.266468	3.076457
HaLaN_11537	0	0	4.680067	6.549148
HaLaN_11540	0	0	52.033165	41.389721
HaLaN_11542	112.96154	104.881508	208.527756	158.06723
HaLaN_11544	0	0	20.279179	29.61039
HaLaN_11545	0	0	14.873935	11.189764
HaLaN_11550	0	0	1.438157	2.176945
HaLaN_11555	94.017845	38.745354	58.2934	39.429764
HaLaN_11556	0	0	103.641853	71.914764
HaLaN_11557	0	0	69.315994	63.321011
HaLaN_11565	79.468521	60.856804	3.974751	6.210911
HaLaN_11566	0	0	2.275997	2.274314
HaLaN_11572	317.507996	461.337921	350.589539	400.092987
HaLaN_11580	0	0	45.78915	36.257359
HaLaN_11584	0	0	6.13757	8.217819
HaLaN_11587	0	0	28.937691	56.846027
HaLaN_11588	161.870804	147.78334	128.072159	115.658188
HaLaN_11589	0	0	36.809872	46.918381
HaLaN_11591	442.143127	302.889374	240.077209	183.031281
HaLaN_11596	0	0	45.539516	33.62376
HaLaN_11607	12.010305	28.305241	109.678909	107.864075
HaLaN_11609	0	0	4.015061	3.726893
HaLaN_11612	0	0	7.585159	6.257262
HaLaN_11613	96.79435	39.964767	46.025108	40.581577
HaLaN_11627	0	0	16.460447	12.748075
HaLaN_11629	0	0	13.873176	29.157705
HaLaN_11641	119.090775	203.700043	10.474415	3.092748
HaLaN_11658	271.335266	304.710449	92.483917	104.382477
HaLaN_11660	0	0	3.752187	4.453397
HaLaN_11665	0	0	7.658639	5.450771
HaLaN_11669	0	0	32.701538	16.104017
HaLaN_11672	0	0	1.405906	1.265482
HaLaN_11674	0	0	9.586186	19.724815
HaLaN_11680	0	0	4.694146	10.676292
HaLaN_11682	0	0	8.383789	17.997316
HaLaN_11705	0	0	4.056765	3.408382
HaLaN_11706	0	0	2.072321	8.858395
HaLaN_11710	0	0	13.150501	11.433439
HaLaN_11717	0	0	4.809654	3.259687
HaLaN_11721	232.754562	280.321106	223.155945	198.439667
HaLaN_11724	0	0	22.529263	23.284845
HaLaN_11725	0	0	28.985693	35.184456
HaLaN_11726	3662.129883	3689.083252	4397.220215	3865.510986
HaLaN_11729	101.641571	197.791306	45.800259	41.510838
HaLaN_11737	0	0	47.778793	61.884407
HaLaN_11745	0	0	0.835195	1.555356
HaLaN_11750	0	0	30.77989	24.915827
HaLaN_11751	0	0	36.410416	49.238434
HaLaN_11753	0	0	76.278961	97.811043
HaLaN_11754	0	0	18.374424	17.238922
HaLaN_11764	1541.802856	1717.80896	49.264725	21.850073
HaLaN_11765	170.558365	209.263336	77.409485	87.269005
HaLaN_11767	0	0	61.645119	58.687424
HaLaN_11769	149.770584	182.002167	299.654968	330.800568
HaLaN_11773	0	0	0.472162	3.216292
HaLaN_11776	0	0	20.233761	12.825146
HaLaN_11778	0	0	15.006218	27.04825
HaLaN_11780	1340.122803	1273.6875	3696.523682	5106.378418
HaLaN_11781	0	0	13.853277	16.833963
HaLaN_11782	0	0	26.927385	23.987717
HaLaN_11783	0	0	29.353464	42.226543
HaLaN_11785	280.981598	397.820496	173.734177	146.986008
HaLaN_11788	0	0	6.235918	12.664391
HaLaN_11794	0	0	14.141513	16.504597
HaLaN_11797	0	0	4.990407	2.685814
HaLaN_11798	0	0	26.021063	22.49703
HaLaN_11800	0	0	17.824987	16.316231
HaLaN_11802	158.010666	88.041855	116.638779	127.384666
HaLaN_11803	0	0	12.827682	12.764181
HaLaN_11807	0	0	12.600868	15.753999
HaLaN_11819	0	0	1.880635	3.456943
HaLaN_11821	0	0	14.467093	18.047407
HaLaN_11822	0	0	25.953104	22.263494
HaLaN_11826	56.52726	106.849274	47.862328	43.622978
HaLaN_11827	39.063179	23.51819	9.712952	9.850661
HaLaN_11828	26.653725	91.498764	22.131109	28.488792
HaLaN_11834	0	0	2.301435	1.839074
HaLaN_11838	1224.043091	1291.676514	461.306061	342.242035
HaLaN_11840	0	0	10.213348	15.249178
HaLaN_11841	0	0	0.440508	2.399106
HaLaN_11843	0	0	39.90691	24.805265
HaLaN_11846	0	0	37.78286	52.2547
HaLaN_11848	118.893196	129.561127	6.483943	8.315206
HaLaN_11852	0	0	8.675254	10.528937
HaLaN_11853	0	0	4.126709	9.551014
HaLaN_11855	0	0	0.581866	1.149068
HaLaN_11862	457.132446	256.881165	351.120148	394.950531
HaLaN_11864	0	0	5.116155	2.433379
HaLaN_11869	656.454041	500.580505	25.091572	16.085051
HaLaN_11872	122.98835	114.62455	126.730637	108.703423
HaLaN_11878	1543.207397	1220.161865	1322.737671	1304.952026
HaLaN_11881	0	0	29.430916	7.356129
HaLaN_11885	0	0	13.116365	9.948156
HaLaN_11900	0	0	62.782997	60.302189
HaLaN_11901	0	0	14.500684	22.149326
HaLaN_11906	0	0	5.111664	9.673154
HaLaN_11907	0	0	4.809602	6.72139
HaLaN_11916	0	0	7.250567	3.55694
HaLaN_11924	0	0	40.410725	47.67107
HaLaN_11931	53.325439	61.243847	48.855812	40.949368
HaLaN_11932	0	0	84.030426	52.332684
HaLaN_11934	0	0	50.667309	51.426353
HaLaN_11935	0	0	136.98642	130.006668
HaLaN_11937	0	0	75.893959	75.592285
HaLaN_11941	328.807495	278.255524	158.852859	142.17543
HaLaN_11949	0	0	3.859246	5.011262
HaLaN_11955	0	0	7.544031	3.701092
HaLaN_11956	0	0	12.074656	13.986304
HaLaN_11957	0	0	27.375698	28.023363
HaLaN_11958	0	0	3.151642	8.423636
HaLaN_11960	716.068481	773.298828	701.713013	762.337524
HaLaN_11964	0	0	233.641693	149.039124
HaLaN_11966	0	0	9.013601	9.560376
HaLaN_11975	0	0	2.057382	2.783456
HaLaN_11983	150.244904	128.539154	137.113998	153.594681
HaLaN_11985	0	0	10.471913	9.752557
HaLaN_11988	946.60144	676.985718	198.885193	203.045578
HaLaN_11990	0	0	38.563545	51.98584
HaLaN_11991	624.644226	741.479065	1116.287964	1115.032837
HaLaN_11994	0	0	6.782095	11.140169
HaLaN_11995	0	0	46.767498	43.48481
HaLaN_12006	0	0	6.187232	4.084904
HaLaN_12009	607.863892	651.399719	1049.664673	1420.214722
HaLaN_12012	0	0	4.334791	10.308681
HaLaN_12014	0	0	42.376068	49.663849
HaLaN_12022	0	0	1.591021	3.471231
HaLaN_12032	190.027023	129.883057	44.004765	37.100552
HaLaN_12038	0	0	38.75211	64.395714
HaLaN_12042	0	0	8.965387	14.600278
HaLaN_12044	90.417267	143.447144	26.586191	43.909603
HaLaN_12048	0	0	2.444708	4.495875
HaLaN_12054	94.068359	69.642944	85.282768	80.603012
HaLaN_12059	0	0	140.117889	85.2136
HaLaN_12067	0	0	7.143642	11.913561
HaLaN_12069	0	0	21.070189	24.394947
HaLaN_12071	0	0	47.121494	89.632431
HaLaN_12073	0	0	27.723127	26.41824
HaLaN_12084	0	0	11.168166	7.272203
HaLaN_12089	0	0	4.710209	7.315396
HaLaN_12106	0	0	6.91359	17.074726
HaLaN_12109	12.260483	7.933945	12.415353	22.783508
HaLaN_12110	68.048409	53.260498	20.141521	35.899044
HaLaN_12118	0	0	23.203135	18.46748
HaLaN_12119	0	0	25.793596	43.546616
HaLaN_12121	1035.416626	1277.2677	39.250507	31.783134
HaLaN_12124	0	0	7.925805	8.958643
HaLaN_12125	0	0	11.001132	3.616953
HaLaN_12127	0	0	33.846851	10.738786
HaLaN_12128	0	0	243.438461	237.608459
HaLaN_12129	877.030701	1343.511719	170.733047	184.9505
HaLaN_12136	0	0	13.879477	8.976032
HaLaN_12138	21.194185	41.080025	13.871069	17.766556
HaLaN_12146	0	0	8.563848	7.06228
HaLaN_12148	0	0	15.865737	9.599262
HaLaN_12149	0	0	4.568504	5.684569
HaLaN_12154	25.24366	31.317787	25.027033	20.86614
HaLaN_12158	0	0	136.478317	124.088974
HaLaN_12167	0	0	10.522887	5.062091
HaLaN_12174	0	0	6.26955	11.369549
HaLaN_12175	0	0	15.173708	12.303389
HaLaN_12182	0	0	183.457565	112.267288
HaLaN_12187	58.967167	46.6577	29.710743	22.387094
HaLaN_12191	746.125427	188.447754	236.175583	177.845856
HaLaN_12192	0	0	36.385502	18.134613
HaLaN_12195	199.851608	197.594498	56.296028	90.637871
HaLaN_12212	0	0	26.152166	18.687639
HaLaN_12213	148.98494	197.209274	160.301376	117.240234
HaLaN_12221	0	0	39.37365	34.229591
HaLaN_12222	0	0	55.262463	51.397453
HaLaN_12225	0	0	1.995849	10.564063
HaLaN_12227	14.901142	22.934855	9.35579	10.737713
HaLaN_12232	265.448944	345.34201	14.262852	14.634515
HaLaN_12234	0	0	11.042395	6.258903
HaLaN_12236	0	0	513.787231	435.882263
HaLaN_12245	0	0	5.414536	8.326209
HaLaN_12250	286.457031	441.31723	517.200867	620.639832
HaLaN_12256	0	0	36.863255	38.810337
HaLaN_12258	0	0	16.666113	13.727505
HaLaN_12263	796.924011	754.266968	59.109886	71.379135
HaLaN_12265	0	0	12.759624	14.863616
HaLaN_12270	0	0	6.925025	11.498111
HaLaN_12274	110.095932	107.855934	0	0
HaLaN_12276	318.280914	207.822083	31.869328	27.659765
HaLaN_12277	72.846825	116.492653	64.192673	46.772346
HaLaN_12278	626.938843	671.010193	667.355225	658.060242
HaLaN_12282	37.961552	51.435184	38.341797	32.077614
HaLaN_12290	52.939911	46.099712	42.902176	41.220016
HaLaN_12296	0	0	19.464035	39.750664
HaLaN_12298	7.379351	10.696644	11.560392	13.438534
HaLaN_12302	1215.772095	1167.270142	1609.673218	1180.5625
HaLaN_12303	0	0	6.719606	9.259625
HaLaN_12304	723.315735	728.640198	449.923431	350.148682
HaLaN_12307	0	0	41.434574	65.701248
HaLaN_12308	374.780365	370.438019	69.803413	39.999725
HaLaN_12311	34.451469	104.235275	24.530518	32.018543
HaLaN_12312	278.777588	420.931885	448.410126	403.562805
HaLaN_12313	0	0	29.957552	34.124798
HaLaN_12316	0	0	20.64395	30.366982
HaLaN_12318	747.975586	976.561096	4106.672363	4512.018066
HaLaN_12320	212.037369	540.60321	245.338226	157.242569
HaLaN_12325	342.338165	463.399261	1956.57373	2190.22168
HaLaN_12328	0	0	14.914073	12.385165
HaLaN_12331	0	0	15.393769	17.270926
HaLaN_12340	137.294495	156.678452	45.120155	47.976978
HaLaN_12346	69.957321	10.134787	39.923386	46.802265
HaLaN_12350	0	0	4.10119	2.505741
HaLaN_12353	0	0	58.686298	64.726265
HaLaN_12355	172.395493	172.416153	158.718643	96.419395
HaLaN_12356	44.868053	69.188332	38.319267	28.215952
HaLaN_12358	137.995636	128.471024	102.311829	73.621567
HaLaN_12360	111.714973	53.931038	32.320049	67.695053
HaLaN_12364	0	0	13.604288	16.715595
HaLaN_12367	0	0	13.545239	13.183637
HaLaN_12376	0	0	10.251878	7.684687
HaLaN_12377	0	0	7.161308	9.703275
HaLaN_12379	0	0	16.296909	18.73069
HaLaN_12384	0	0	9.322021	5.411835
HaLaN_12387	0	0	4.218697	4.274158
HaLaN_12391	0	0	1.865323	7.242882
HaLaN_12392	0	0	2.069744	8.216233
HaLaN_12404	191.249649	147.938599	28.681055	26.508036
HaLaN_12408	40.946224	11.820984	35.574524	47.419662
HaLaN_12409	131.022751	66.3321	73.300865	53.167648
HaLaN_12424	0	0	22.05265	25.314802
HaLaN_12433	490.173187	696.166931	940.801941	1083.296875
HaLaN_12439	0	0	6.783885	1.449673
HaLaN_12461	139.699554	41.33783	42.82214	40.541332
HaLaN_12463	61.22179	80.519989	49.936478	84.366577
HaLaN_12466	192.221832	133.299194	147.454712	175.438889
HaLaN_12468	0	0	23.86838	9.871513
HaLaN_12469	0	0	19.018406	25.855764
HaLaN_12471	0	0	15.54035	19.132736
HaLaN_12473	129.846542	155.104721	264.951599	220.19603
HaLaN_12474	0	0	10.428531	12.954431
HaLaN_12479	209.98558	392.613831	154.77301	143.345505
HaLaN_12489	0	0	16.54855	15.69491
HaLaN_12490	0	0	46.481739	35.461578
HaLaN_12491	0	0	15.79845	11.608345
HaLaN_12492	0	0	61.588196	39.643879
HaLaN_12494	0	0	13.432973	13.107253
HaLaN_12495	3216.173096	3617.581299	1134.990234	1164.605835
HaLaN_12500	171.169998	221.66156	273.195618	236.737244
HaLaN_12501	0	0	4.60454	2.885292
HaLaN_12507	0	0	8.438233	9.737057
HaLaN_12508	0	0	20.329473	18.193481
HaLaN_12511	0	0	17.274561	29.687826
HaLaN_12513	0	0	3.933646	4.889292
HaLaN_12515	2026.376099	2314.774902	1545.48877	1516.846802
HaLaN_12516	0	0	10.332588	9.865819
HaLaN_12517	0	0	0.176804	4.143673
HaLaN_12527	0	0	6.973072	7.49489
HaLaN_12528	0	0	5.297032	5.438487
HaLaN_12531	0	0	90.976379	93.597214
HaLaN_12539	0	0	22.304445	25.33847
HaLaN_12540	1360.697998	1821.821655	5180.345215	6925.967773
HaLaN_12541	900.443298	491.282806	1785.259521	1841.263794
HaLaN_12545	0	0	13.370342	9.173763
HaLaN_12551	0	0	13.000907	14.838438
HaLaN_12559	0	0	6.249207	7.405985
HaLaN_12566	0	0	104.20359	97.500977
HaLaN_12574	0	0	54.447968	58.782242
HaLaN_12576	0	0	27.873718	18.13368
HaLaN_12580	0	0	10.642566	9.53653
HaLaN_12583	48.715889	24.793322	50.285561	61.103252
HaLaN_12587	0	0	4.208522	7.554777
HaLaN_12590	0	0	45.924953	49.381557
HaLaN_12613	0	0	3.355137	1.486165
HaLaN_12615	0	0	15.99448	21.181633
HaLaN_12622	0	0	8.42572	9.948308
HaLaN_12626	0	0	0.512451	1.391196
HaLaN_12627	0	0	14.303077	16.794394
HaLaN_12628	0	0	25.047537	23.563356
HaLaN_12629	0	0	30.377502	33.295319
HaLaN_12633	0	0	4.713089	5.283534
HaLaN_12651	0	0	0.971905	0.84337
HaLaN_12652	0	0	23.328516	20.107546
HaLaN_12659	0	0	26.240812	19.455997
HaLaN_12660	0	0	17.308754	22.588303
HaLaN_12665	0	0	25.102392	34.877007
HaLaN_12672	0	0	14.519879	29.467691
HaLaN_12674	0	0	22.251652	17.003242
HaLaN_12677	0	0	20.251415	22.774971
HaLaN_12678	0	0	37.494759	45.376125
HaLaN_12680	0	0	19.703983	28.9203
HaLaN_12681	0	0	49.648415	69.270203
HaLaN_12683	0	0	5.808326	15.998838
HaLaN_12693	0	0	36.658855	24.569887
HaLaN_12694	0	0	237.249374	229.749969
